onset	duration	trial_type	response_time	stim_file	value	sample	stage	trial	bci_prediction	n_repeated	latency
20.083	0	right	83.3333333333	right_hand.png	2.0	100415.0	1	1	left	0	-37.6
25.3202	0	right	83.3333333333	left_hand.png	2.0	126601.0	1	2	right	0	-30.8
31.0584	0	right	116.666666667	left_hand.png	2.0	155292.0	1	3	right	0	-9.0
36.1162	0	right	133.33333333299998	right_hand.png	2.0	180581.0	1	4	left	0	-23.6
46.5036	0	right	133.33333333299998	right_hand.png	2.0	232518.0	1	5	left	1	-17.4
58.4624	0	right	100.0	left_hand.png	2.0	292312.0	1	6	right	2	-21.0
63.633	0	right	150.0	right_hand.png	2.0	318165.0	1	7	left	2	-26.6
68.7036	0	right	66.6666666667	left_hand.png	2.0	343518.0	1	8	right	2	-22.2
73.6076	0	right	116.666666667	left_hand.png	2.0	368038.0	1	9	right	2	-11.0
78.3944	0	right	133.33333333299998	left_hand.png	2.0	391972.0	1	10	right	2	-4.2
83.6816	0	right	133.33333333299998	left_hand.png	2.0	418408.0	1	11	right	2	-15.8
88.4858	0	right	100.0	right_hand.png	2.0	442429.0	1	12	left	2	-22.0
93.3728	0	left	150.0	right_hand.png	1.0	466864.0	1	13	left	2	-38.6
98.6102	0	left	100.0	left_hand.png	1.0	493051.0	1	14	right	2	-28.0
103.8308	0	right	66.6666666667	right_hand.png	2.0	519154.0	1	15	left	2	-0.6
109.0516	0	right	116.666666667	left_hand.png	2.0	545258.0	1	16	right	2	1.0
114.172	0	right	150.0	right_hand.png	2.0	570860.0	1	17	left	2	-25.0
119.4592	0	left	166.66666666700002	left_hand.png	1.0	597296.0	1	18	right	2	-13.0
124.7008	0	left	150.0	left_hand.png	1.0	623504.0	1	19	right	2	-6.6
129.9676	0	right	83.3333333333	right_hand.png	2.0	649838.0	1	20	left	2	-25.4
135.1882	0	right	116.666666667	left_hand.png	2.0	675941.0	1	21	right	2	-5.6
140.7756	0	right	83.3333333333	right_hand.png	2.0	703878.0	1	22	left	2	-30.2
146.1966	0	left	150.0	left_hand.png	1.0	730983.0	1	23	right	2	1.6
151.5336	0	left	166.66666666700002	right_hand.png	1.0	757668.0	1	24	left	2	4.4
167.9134	0	left	116.666666667	right_hand.png	1.0	839567.0	1	25	left	4	-32.0
173.601	0	left	133.33333333299998	left_hand.png	1.0	868005.0	1	26	right	4	-10.8
178.6214	0	right	83.3333333333	right_hand.png	2.0	893107.0	1	27	left	4	-13.6
184.4422	0	right	150.0	right_hand.png	2.0	922211.0	1	28	left	4	2.4
189.8134	0	left	166.66666666700002	left_hand.png	1.0	949067.0	1	29	right	4	-18.4
195.6676	0	right	150.0	right_hand.png	2.0	978338.0	1	30	left	4	-35.8
206.5608	0	left	133.33333333299998	right_hand.png	1.0	1032804.0	1	31	left	5	-23.4
212.547	0	left	100.0	left_hand.png	1.0	1062735.0	1	32	right	5	6.4
218.0518	0	right	116.666666667	left_hand.png	2.0	1090259.0	1	33	right	5	5.6
223.406	0	right	166.66666666700002	left_hand.png	2.0	1117030.0	1	34	right	5	-23.8
228.6766	0	right	133.33333333299998	left_hand.png	2.0	1143383.0	1	35	right	5	-46.4
234.0304	0	right	100.0	left_hand.png	2.0	1170152.0	1	36	right	5	-6.2
239.322	0	right	50.0	right_hand.png	2.0	1196610.0	1	37	left	5	-42.2
244.989	0	left	166.66666666700002	left_hand.png	1.0	1224945.0	1	38	right	5	-3.4
250.8268	0	right	116.666666667	right_hand.png	2.0	1254134.0	1	39	left	5	-27.0
256.3978	0	right	100.0	right_hand.png	2.0	1281989.0	1	40	left	5	-17.2
267.356	0	left	150.0	right_hand.png	1.0	1336780.0	1	41	left	6	-5.2
272.681	0	left	166.66666666700002	right_hand.png	1.0	1363405.0	1	42	left	6	-10.2
278.348	0	left	133.33333333299998	right_hand.png	1.0	1391740.0	1	43	left	6	-2.6
283.6522	0	left	83.3333333333	right_hand.png	1.0	1418261.0	1	44	left	6	-7.6
289.3232	0	left	100.0	left_hand.png	1.0	1446616.0	1	45	right	6	-21.0
294.5438	0	right	83.3333333333	left_hand.png	2.0	1472719.0	1	46	right	6	-1.8
299.764	0	right	133.33333333299998	right_hand.png	2.0	1498820.0	1	47	left	6	-17.0
305.4188	0	left	150.0	left_hand.png	1.0	1527094.0	1	48	right	6	-14.2
311.1728	0	right	116.666666667	left_hand.png	2.0	1555864.0	1	49	right	6	-33.8
316.4312	0	right	83.3333333333	left_hand.png	2.0	1582156.0	1	50	right	6	-18.2
321.7978	0	left	100.0	right_hand.png	1.0	1608989.0	1	51	left	6	-9.2
